id,title,product_type,currency,cost,image_link,seller_name,color,description,short_description
GGOEAOBH217699,Android Eco Wood Magnet,Electronics,USD,85,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAOBH217699.jpg,Inside Joke Emporium,4.0,Green,A green Android logo sticker.,Android Logo
GGCLCAAJ117017,AnthosE Men's Short Sleeve Shirt,apparel,USD,86,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1170.jpg,Fandom Finds,3.0,gray,"The Quandary T-Shirt from Patagonia is a versatile and comfortable choice for any outdoor adventure. Its made with a soft and breathable cotton blend, and features a classic crew neck and short sleeves. The shirt is also Fair Trade Certified, so you can feel good about wearing it.",Patagonia Mens Quandary T-Shirt
GGCLCAAJ117017,AnthosE Men's Short Sleeve Shirt,apparel,USD,80,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1170.jpg,Sarcasm Society,3.8,gray,"The Quandary T-Shirt from Patagonia is a versatile and comfortable choice for any outdoor adventure. Its made with a soft and breathable cotton blend, and features a classic crew neck and short sleeves. The shirt is also Fair Trade Certified, so you can feel good about wearing it.",Patagonia Mens Quandary T-Shirt
GGOEGCBA195199,Chrome Dino Keychain,Keychains,USD,99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBA195199.jpg,Sarcasm Society,3.8,Black,A black keychain in the shape of the Google Chrome dinosaur.,Google Chrome Dinosaur Keychain
GGOEGCBA195199,Chrome Dino Keychain,Keychains,USD,100,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBA195199.jpg,Urban Edge,2.8,Black,A black keychain in the shape of the Google Chrome dinosaur.,Google Chrome Dinosaur Keychain
GGCLCADJ101315,Cloud Architect Men's North Face Pullover,Clothing,USD,89,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1013.jpg,Wanderlust Wardrobe,3.2,Black,"The North Face Mens Canyonlands 1/4 Zip Fleece is a lightweight, versatile layer thats perfect for any outdoor activity. Its made with a soft, brushed fleece fabric thats comfortable against the skin, and it features a 1/4 zip closure for easy on and off. The fleece also has two zippered hand pockets for storing small items, and its finished with a TNF logo on the chest.",The North Face Mens Canyonlands 1/4 Zip Fleece
GGCLCADJ101315,Cloud Architect Men's North Face Pullover,Clothing,USD,94,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1013.jpg,Zen Zone,2.7,Black,"The North Face Mens Canyonlands 1/4 Zip Fleece is a lightweight, versatile layer thats perfect for any outdoor activity. Its made with a soft, brushed fleece fabric thats comfortable against the skin, and it features a 1/4 zip closure for easy on and off. The fleece also has two zippered hand pockets for storing small items, and its finished with a TNF logo on the chest.",The North Face Mens Canyonlands 1/4 Zip Fleece
GGCLCATB108513,Cloud Architect Women's Marine Layer Hoodie Black,mens_outerwear,USD,5,https://shop.googlemerchandisestore.com/store/20230615372/assets/items/images/GGCLCXXX1085.jpg,Mystic Market,3.7,black,"The Converse Chuck Taylor All Star Archive Hoodie is a classic pullover hoodie made from a soft cotton blend. It features a relaxed fit, with a ribbed hem and cuffs. The hood is adjustable with a drawstring, and there is a kangaroo pocket on the front. The hoodie is finished with a Converse All Star logo patch on the chest.",Converse Chuck Taylor All Star Archive Hoodie - Black
GGCLCATB108513,Cloud Architect Women's Marine Layer Hoodie Black,mens_outerwear,USD,5,https://shop.googlemerchandisestore.com/store/20230615372/assets/items/images/GGCLCXXX1085.jpg,Canvas Couture,2.6,black,"The Converse Chuck Taylor All Star Archive Hoodie is a classic pullover hoodie made from a soft cotton blend. It features a relaxed fit, with a ribbed hem and cuffs. The hood is adjustable with a drawstring, and there is a kangaroo pocket on the front. The hoodie is finished with a Converse All Star logo patch on the chest.",Converse Chuck Taylor All Star Archive Hoodie - Black
GGPRGCBA112099,Cloud Foodie Kit,Drinkware,USD,66,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGCBA112099.jpg,The Graphic Garage,4.1,White,This is a Google Cloud Tumbler.,Google Cloud Tumbler
GGPRGCBA112099,Cloud Foodie Kit,Drinkware,USD,65,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGCBA112099.jpg,Mystic Market,4.2,White,This is a Google Cloud Tumbler.,Google Cloud Tumbler
GGPRGCBA112099,Cloud Foodie Kit,Drinkware,USD,74,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGCBA112099.jpg,The Graphic Garage,4.1,White,This is a Google Cloud Tumbler.,Google Cloud Tumbler
GGPRGCBA112099,Cloud Foodie Kit,Drinkware,USD,75,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGCBA112099.jpg,Rebel Threads,2.9,White,This is a Google Cloud Tumbler.,Google Cloud Tumbler
GGPRGCBA112099,Cloud Foodie Kit,Drinkware,USD,64,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGCBA112099.jpg,The Graphic Garage,3.7,White,This is a Google Cloud Tumbler.,Google Cloud Tumbler
GGPRCCBA122499,Cloud Modern Backpack Kit,Backpacks,USD,9,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRCCBA122499.jpg,Vinyl Vault,4.4,Black,This is a Google Cloud branded swag bag.,Google Cloud Branded Swag Bag
GGPRCCBA122499,Cloud Modern Backpack Kit,Backpacks,USD,13,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRCCBA122499.jpg,Mystic Market,3.7,Black,This is a Google Cloud branded swag bag.,Google Cloud Branded Swag Bag
GGPRCCBA122499,Cloud Modern Backpack Kit,Backpacks,USD,11,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRCCBA122499.jpg,Zen Zone,2.7,Black,This is a Google Cloud branded swag bag.,Google Cloud Branded Swag Bag
GGPRCCBA122499,Cloud Modern Backpack Kit,Backpacks,USD,19,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRCCBA122499.jpg,Quirk & Co.,4.5,Black,This is a Google Cloud branded swag bag.,Google Cloud Branded Swag Bag
GGPRCCBA122499,Cloud Modern Backpack Kit,Backpacks,USD,19,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRCCBA122499.jpg,Inside Joke Emporium,4.0,Black,This is a Google Cloud branded swag bag.,Google Cloud Branded Swag Bag
GGOEGDHC082299,Google 25 oz Blue Stainless Steel Bottle,Drinkware,USD,57,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHC082299.jpg,Canvas Couture,3.4,Blue,This is a blue water bottle with the Google logo on it.,Google Water Bottle
GGOEGDHC082299,Google 25 oz Blue Stainless Steel Bottle,Drinkware,USD,48,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHC082299.jpg,Mystic Market,3.0,Blue,This is a blue water bottle with the Google logo on it.,Google Water Bottle
GGOEGDHC082299,Google 25 oz Blue Stainless Steel Bottle,Drinkware,USD,50,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHC082299.jpg,Zen Zone,4.3,Blue,This is a blue water bottle with the Google logo on it.,Google Water Bottle
GGOEGOAQ012899,Google Ballpoint LED Light Pen,Pens,USD,76,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOAQ012899.jpg,Quirk & Co.,4.5,White,A sleek and stylish pen with a comfortable grip.,Google Pen
GGOEGOAQ012899,Google Ballpoint LED Light Pen,Pens,USD,67,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOAQ012899.jpg,Mystic Market,3.7,White,A sleek and stylish pen with a comfortable grip.,Google Pen
GGOEGBJD133999,Google Cambridge Campus Tote,bags,USD,25,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJD133999.jpg,Custom Culture,3.6,beige,The Cambridge Tote Bag is a stylish and sturdy tote bag perfect for carrying your everyday essentials.,Cambridge Tote Bag
GGOEGBJD133999,Google Cambridge Campus Tote,bags,USD,12,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJD133999.jpg,Pop Art Provisions,3.0,beige,The Cambridge Tote Bag is a stylish and sturdy tote bag perfect for carrying your everyday essentials.,Cambridge Tote Bag
GGOEGBJD133999,Google Cambridge Campus Tote,bags,USD,23,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJD133999.jpg,Zen Zone,4.3,beige,The Cambridge Tote Bag is a stylish and sturdy tote bag perfect for carrying your everyday essentials.,Cambridge Tote Bag
GGPRGABJ105899,Google Chrome Dinosaur Collectible,Dinosaurs,USD,90,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGABJ105899.jpg,Mystic Market,4.2,Grey,A cute little T-Rex dinosaur.,T-Rex Dinosaur
GGPRGABJ105899,Google Chrome Dinosaur Collectible,Dinosaurs,USD,82,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGABJ105899.jpg,Gadget Guru,3.0,Grey,A cute little T-Rex dinosaur.,T-Rex Dinosaur
GGPRGABJ105899,Google Chrome Dinosaur Collectible,Dinosaurs,USD,86,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGABJ105899.jpg,Offbeat Outfitters,2.7,Grey,A cute little T-Rex dinosaur.,T-Rex Dinosaur
GGPRGABJ105899,Google Chrome Dinosaur Collectible,Dinosaurs,USD,89,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGABJ105899.jpg,Rebel Threads,2.9,Grey,A cute little T-Rex dinosaur.,T-Rex Dinosaur
GGPRGABJ105899,Google Chrome Dinosaur Collectible,Dinosaurs,USD,83,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGABJ105899.jpg,Misfit Merch,3.8,Grey,A cute little T-Rex dinosaur.,T-Rex Dinosaur
GGCNGCBB101899,Google Classic Black Lanyard,Lanyards,USD,5,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNGCBB101899.jpg,The Graphic Garage,4.1,Black,Black lanyard with the Google logo repeating along the length of the lanyard.,Google Logo Lanyard
GGCNGCBB101899,Google Classic Black Lanyard,Lanyards,USD,5,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNGCBB101899.jpg,Ironic Icons,2.5,Black,Black lanyard with the Google logo repeating along the length of the lanyard.,Google Logo Lanyard
GGCNGCBB101899,Google Classic Black Lanyard,Lanyards,USD,7,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNGCBB101899.jpg,Print Pop,2.5,Black,Black lanyard with the Google logo repeating along the length of the lanyard.,Google Logo Lanyard
GGEBCBRB111499,Google Cloud CAB Backpack,Bags,USD,51,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCBRB111499.jpg,Inside Joke Emporium,4.0,Black,"The Topo Designs Rover Pack is a versatile and stylish backpack that is perfect for everyday use. It is made with durable materials and features a spacious main compartment, a front pocket, and two side pockets. The Rover Pack is also comfortable to carry, with padded shoulder straps and a sternum strap.",Topo Designs Rover Pack in Black
GGEBCBRB111499,Google Cloud CAB Backpack,Bags,USD,59,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCBRB111499.jpg,Mystic Market,3.7,Black,"The Topo Designs Rover Pack is a versatile and stylish backpack that is perfect for everyday use. It is made with durable materials and features a spacious main compartment, a front pocket, and two side pockets. The Rover Pack is also comfortable to carry, with padded shoulder straps and a sternum strap.",Topo Designs Rover Pack in Black
GGEBCBRB111499,Google Cloud CAB Backpack,Bags,USD,57,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCBRB111499.jpg,Minimalist Manifesto,3.9,Black,"The Topo Designs Rover Pack is a versatile and stylish backpack that is perfect for everyday use. It is made with durable materials and features a spacious main compartment, a front pocket, and two side pockets. The Rover Pack is also comfortable to carry, with padded shoulder straps and a sternum strap.",Topo Designs Rover Pack in Black
GGEBCBRB111499,Google Cloud CAB Backpack,Bags,USD,52,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCBRB111499.jpg,Custom Culture,3.6,Black,"The Topo Designs Rover Pack is a versatile and stylish backpack that is perfect for everyday use. It is made with durable materials and features a spacious main compartment, a front pocket, and two side pockets. The Rover Pack is also comfortable to carry, with padded shoulder straps and a sternum strap.",Topo Designs Rover Pack in Black
GGOECDNQ210299,Google Cloud Magnetic Tumbler,Drinkware,USD,18,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECDNQ210299.jpg,Meme Mart,3.9,White,This is a Google Cloud branded 16oz tumbler.,Google Cloud Tumbler
GGOECDNQ210299,Google Cloud Magnetic Tumbler,Drinkware,USD,8,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECDNQ210299.jpg,Custom Culture,2.7,White,This is a Google Cloud branded 16oz tumbler.,Google Cloud Tumbler
GGOECDNQ210299,Google Cloud Magnetic Tumbler,Drinkware,USD,21,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECDNQ210299.jpg,Custom Culture,2.7,White,This is a Google Cloud branded 16oz tumbler.,Google Cloud Tumbler
GGOECDNQ210299,Google Cloud Magnetic Tumbler,Drinkware,USD,11,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECDNQ210299.jpg,Fandom Finds,3.0,White,This is a Google Cloud branded 16oz tumbler.,Google Cloud Tumbler
GGCPCAEB402719,Google Cloud T-shirt - 4XL,Shirts,USD,5,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCXXX4027.jpg,Misfit Merch,3.8,Black,A black t-shirt with a small white logo on the chest.,T-Shirt
GGOECAEB163013,Google Cloud Zip Hoodie Black,Clothing,USD,64,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECXXX1630.jpg,Canvas Couture,2.6,Black,Unisex black zip up hoodie with a small logo on the chest.,Unisex Black Zip Up Hoodie
GGOECAEB163013,Google Cloud Zip Hoodie Black,Clothing,USD,50,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECXXX1630.jpg,The Graphic Garage,4.1,Black,Unisex black zip up hoodie with a small logo on the chest.,Unisex Black Zip Up Hoodie
GGOECAEB163013,Google Cloud Zip Hoodie Black,Clothing,USD,54,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECXXX1630.jpg,Motivation Merch,3.1,Black,Unisex black zip up hoodie with a small logo on the chest.,Unisex Black Zip Up Hoodie
GGOECAEB163013,Google Cloud Zip Hoodie Black,Clothing,USD,54,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECXXX1630.jpg,Ironic Icons,2.5,Black,Unisex black zip up hoodie with a small logo on the chest.,Unisex Black Zip Up Hoodie
GGCPGBPR199299,Google Duffel Bag Red,apparel,USD,31,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGBPR199299.jpg,Minimalist Manifesto,3.9,red,Create Design Code Build for everyone,Create Design Code Build for everyone
GGCPGBPR199299,Google Duffel Bag Red,apparel,USD,41,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGBPR199299.jpg,Ironic Icons,2.5,red,Create Design Code Build for everyone,Create Design Code Build for everyone
GGCPGBPR199299,Google Duffel Bag Red,apparel,USD,26,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGBPR199299.jpg,Rebel Threads,2.9,red,Create Design Code Build for everyone,Create Design Code Build for everyone
GGOEGAAQ203416,Google Eco Tee White,t-shirt,USD,69,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2034.jpg,Canvas Couture,3.4,black,Google,Google
GGOEGAAQ203416,Google Eco Tee White,t-shirt,USD,65,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2034.jpg,Custom Culture,3.6,black,Google,Google
GGOEGAAQ203416,Google Eco Tee White,t-shirt,USD,70,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2034.jpg,Gadget Guru,4.0,black,Google,Google
GGOEGAAQ203416,Google Eco Tee White,t-shirt,USD,74,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2034.jpg,Print Pop,2.5,black,Google,Google
GGOEGAAQ203416,Google Eco Tee White,t-shirt,USD,68,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2034.jpg,Gamer Gear,3.6,black,Google,Google
GGOSDAXA109510,Google Go Knit and White Dress Socks Bundle,Apparel,USD,11,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSDAXA109510.jpg,Fandom Finds,3.0,Blue,A pair of socks with a llama design.,Llama Socks
GGOSDAXA109510,Google Go Knit and White Dress Socks Bundle,Apparel,USD,28,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSDAXA109510.jpg,Custom Culture,3.6,Blue,A pair of socks with a llama design.,Llama Socks
GGOSDAXA109510,Google Go Knit and White Dress Socks Bundle,Apparel,USD,21,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSDAXA109510.jpg,Meme Mart,3.9,Blue,A pair of socks with a llama design.,Llama Socks
GGOEGAHC189916,Google Indigo Polo Shirt,Apparel,USD,75,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1899.jpg,The Graphic Garage,4.1,Blue,"A classic polo shirt made from 100% cotton. It features a ribbed collar and cuffs, and a three-button placket. The shirt is navy blue and has a small logo on the chest.",Solid Polo Shirt
GGOEGAHC189916,Google Indigo Polo Shirt,Apparel,USD,84,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1899.jpg,The Graphic Garage,3.7,Blue,"A classic polo shirt made from 100% cotton. It features a ribbed collar and cuffs, and a three-button placket. The shirt is navy blue and has a small logo on the chest.",Solid Polo Shirt
GGOEGAHC189916,Google Indigo Polo Shirt,Apparel,USD,88,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1899.jpg,Rebel Threads,2.9,Blue,"A classic polo shirt made from 100% cotton. It features a ribbed collar and cuffs, and a three-button placket. The shirt is navy blue and has a small logo on the chest.",Solid Polo Shirt
GGOEGAHC189916,Google Indigo Polo Shirt,Apparel,USD,77,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1899.jpg,The Graphic Garage,4.1,Blue,"A classic polo shirt made from 100% cotton. It features a ribbed collar and cuffs, and a three-button placket. The shirt is navy blue and has a small logo on the chest.",Solid Polo Shirt
GGOEGKXC200128,Google Indigo Toddler Tee,t-shirt,USD,51,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2001.jpg,Fandom Finds,3.3,blue,A blue t-shirt with the Google logo on it.,Google T-Shirt
GGOEGKXC200128,Google Indigo Toddler Tee,t-shirt,USD,63,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2001.jpg,Gadget Guru,4.0,blue,A blue t-shirt with the Google logo on it.,Google T-Shirt
GGOEGKXC200128,Google Indigo Toddler Tee,t-shirt,USD,60,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2001.jpg,Offbeat Outfitters,2.7,blue,A blue t-shirt with the Google logo on it.,Google T-Shirt
GGOEGKXC200128,Google Indigo Toddler Tee,t-shirt,USD,65,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2001.jpg,Fandom Finds,3.0,blue,A blue t-shirt with the Google logo on it.,Google T-Shirt
GGOEGDHG014499,Google Infuser-Top Water Bottle,Drinkware,USD,75,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHG014499.jpg,Quirk & Co.,3.1,White,"A clear plastic water bottle with a black lid and the word ""Google"" printed on it.",Google Water Bottle
GGOEGDHG014499,Google Infuser-Top Water Bottle,Drinkware,USD,83,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHG014499.jpg,Expression Essentials,3.1,White,"A clear plastic water bottle with a black lid and the word ""Google"" printed on it.",Google Water Bottle
GGOEGDHG014499,Google Infuser-Top Water Bottle,Drinkware,USD,73,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHG014499.jpg,Motivation Merch,3.1,White,"A clear plastic water bottle with a black lid and the word ""Google"" printed on it.",Google Water Bottle
GGOEGCVA125199,Google Inverted Umbrella,Umbrellas,USD,81,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCVA125199.jpg,Wanderlust Wardrobe,3.2,Multicolor,"The Google Umbrella is a colorful and practical way to show your support for the tech giant. The umbrella is made of high-quality materials and features a sturdy construction. It is also water-resistant and windproof, making it perfect for use in all weather conditions. The Google Umbrella is the perfect way to stay dry and stylish on rainy days.",Google Umbrella
GGOEGCVA125199,Google Inverted Umbrella,Umbrellas,USD,99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCVA125199.jpg,Gamer Gear,3.6,Multicolor,"The Google Umbrella is a colorful and practical way to show your support for the tech giant. The umbrella is made of high-quality materials and features a sturdy construction. It is also water-resistant and windproof, making it perfect for use in all weather conditions. The Google Umbrella is the perfect way to stay dry and stylish on rainy days.",Google Umbrella
GGOEGCVA125199,Google Inverted Umbrella,Umbrellas,USD,90,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCVA125199.jpg,Misfit Merch,3.8,Multicolor,"The Google Umbrella is a colorful and practical way to show your support for the tech giant. The umbrella is made of high-quality materials and features a sturdy construction. It is also water-resistant and windproof, making it perfect for use in all weather conditions. The Google Umbrella is the perfect way to stay dry and stylish on rainy days.",Google Umbrella
GGOEGCVA125199,Google Inverted Umbrella,Umbrellas,USD,90,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCVA125199.jpg,Fandom Finds,3.0,Multicolor,"The Google Umbrella is a colorful and practical way to show your support for the tech giant. The umbrella is made of high-quality materials and features a sturdy construction. It is also water-resistant and windproof, making it perfect for use in all weather conditions. The Google Umbrella is the perfect way to stay dry and stylish on rainy days.",Google Umbrella
GGOEGOCJ115099,Google Journal Pen Combo,Watches,USD,9,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Minimalist Manifesto,3.9,White,"The Apple Watch Series 6 is the latest smartwatch from Apple. It features a new design, a faster processor, and a brighter display. It is also the first Apple Watch to feature a blood oxygen sensor.",Apple Watch Series 6
GGOEGOCJ115099,Google Journal Pen Combo,Watches,USD,22,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Custom Culture,2.7,White,"The Apple Watch Series 6 is the latest smartwatch from Apple. It features a new design, a faster processor, and a brighter display. It is also the first Apple Watch to feature a blood oxygen sensor.",Apple Watch Series 6
GGOEGOCJ115099,Google Journal Pen Combo,Watches,USD,5,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Meme Mart,3.9,White,"The Apple Watch Series 6 is the latest smartwatch from Apple. It features a new design, a faster processor, and a brighter display. It is also the first Apple Watch to feature a blood oxygen sensor.",Apple Watch Series 6
GGCPGCBA178999,Google Legal Summer Kit,Home & Garden,USD,40,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA178999.jpg,Minimalist Manifesto,3.9,White,"The Google Nest Hub Max is a 10.2-inch smart display with Google Assistant. It can be used to watch videos, listen to music, get the weather forecast, and more. It also has a built-in camera that can be used for video calls and taking pictures.","Google Nest Hub Max - 10.2"" Smart Display with Google Assistant - Chalk"
GGCPGCBA178999,Google Legal Summer Kit,Home & Garden,USD,40,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA178999.jpg,Wanderlust Wardrobe,3.2,White,"The Google Nest Hub Max is a 10.2-inch smart display with Google Assistant. It can be used to watch videos, listen to music, get the weather forecast, and more. It also has a built-in camera that can be used for video calls and taking pictures.","Google Nest Hub Max - 10.2"" Smart Display with Google Assistant - Chalk"
GGCPGCBA178999,Google Legal Summer Kit,Home & Garden,USD,35,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA178999.jpg,Misfit Merch,3.8,White,"The Google Nest Hub Max is a 10.2-inch smart display with Google Assistant. It can be used to watch videos, listen to music, get the weather forecast, and more. It also has a built-in camera that can be used for video calls and taking pictures.","Google Nest Hub Max - 10.2"" Smart Display with Google Assistant - Chalk"
GGCPGCBA178999,Google Legal Summer Kit,Home & Garden,USD,40,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA178999.jpg,Zen Zone,4.3,White,"The Google Nest Hub Max is a 10.2-inch smart display with Google Assistant. It can be used to watch videos, listen to music, get the weather forecast, and more. It also has a built-in camera that can be used for video calls and taking pictures.","Google Nest Hub Max - 10.2"" Smart Display with Google Assistant - Chalk"
GGCPGCBA178999,Google Legal Summer Kit,Home & Garden,USD,36,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA178999.jpg,Custom Culture,3.6,White,"The Google Nest Hub Max is a 10.2-inch smart display with Google Assistant. It can be used to watch videos, listen to music, get the weather forecast, and more. It also has a built-in camera that can be used for video calls and taking pictures.","Google Nest Hub Max - 10.2"" Smart Display with Google Assistant - Chalk"
GGCPGAEB155313,Google Legal Sweatshirt + Gray Mug,sweaters,USD,41,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1553.jpg,Dreamer's Den,3.2,black,A comfortable sweatshirt to wear while fishing.,Fishing Sweatshirt
GGCPGAEB155313,Google Legal Sweatshirt + Gray Mug,sweaters,USD,40,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1553.jpg,Fandom Finds,2.5,black,A comfortable sweatshirt to wear while fishing.,Fishing Sweatshirt
GGCPGAEB155313,Google Legal Sweatshirt + Gray Mug,sweaters,USD,32,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1553.jpg,Fandom Finds,3.3,black,A comfortable sweatshirt to wear while fishing.,Fishing Sweatshirt
GGCPGAEB155313,Google Legal Sweatshirt + Gray Mug,sweaters,USD,38,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1553.jpg,Mystic Market,3.7,black,A comfortable sweatshirt to wear while fishing.,Fishing Sweatshirt
GGOEGOAH090199,Google Light Pen Green,Pens,USD,48,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOAH090199.jpg,Urban Edge,2.8,Green,"The Google Stylus Pen is a great way to take notes, draw, and interact with your touchscreen devices. It features a soft, rubberized tip that wont scratch your screen, and a sleek, ergonomic design that fits comfortably in your hand.",Google Stylus Pen
GGOEGCBR138899,Google Map's Pin,Pins,USD,77,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBR138899.jpg,Fandom Finds,2.5,Red,This is a pin in the shape of the Google Maps marker.,Google Maps Pin
GGOEGCBR138899,Google Map's Pin,Pins,USD,81,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBR138899.jpg,Dreamer's Den,3.2,Red,This is a pin in the shape of the Google Maps marker.,Google Maps Pin
GGOEGCBR138899,Google Map's Pin,Pins,USD,74,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBR138899.jpg,Fandom Finds,3.0,Red,This is a pin in the shape of the Google Maps marker.,Google Maps Pin
GGOEGDHJ140199,Google NYC Campus Bottle,Drinkware,USD,31,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHJ140199.jpg,Sarcasm Society,3.8,Silver,The New York City Stainless Steel Water Bottle is a great way to stay hydrated while showing your love for the Big Apple.,New York City Stainless Steel Water Bottle
